date,vendor_id,city,market,product_category,day_of_week,month,month_num,is_weekend,is_holiday,rain_season,is_big_market_day,is_payday_period,n_transactions,avg_transaction_value_xaf,daily_revenue_xaf
2025-09-01,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,September,9,0,0,1,0,0,16,1361.0,21772.0
2025-09-02,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,September,9,0,0,1,0,0,15,1687.0,25311.0
2025-09-03,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,September,9,0,0,1,0,0,13,1818.0,23640.0
2025-09-04,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,September,9,0,0,1,0,0,17,2033.0,34557.0
2025-09-05,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,September,9,0,0,1,0,0,20,1896.0,37914.0
2025-09-06,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,September,9,1,0,1,1,0,30,1611.0,48334.0
2025-09-07,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,September,9,1,0,1,0,0,19,2065.0,39236.0
2025-09-08,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,September,9,0,0,1,0,0,10,1682.0,16816.0
2025-09-09,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,September,9,0,0,1,0,0,10,2459.0,24590.0
2025-09-10,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,September,9,0,0,1,0,0,16,1863.0,29803.0
2025-09-11,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,September,9,0,0,1,0,0,14,1816.0,25420.0
2025-09-12,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,September,9,0,0,1,0,0,20,1961.0,39219.0
2025-09-13,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,September,9,1,0,1,0,0,13,2162.0,28104.0
2025-09-14,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,September,9,1,0,1,0,0,17,2092.0,35563.0
2025-09-15,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,September,9,0,0,1,0,0,14,1776.0,24862.0
2025-09-16,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,September,9,0,0,1,0,0,17,1823.0,30989.0
2025-09-17,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,September,9,0,0,1,0,0,24,1881.0,45137.0
2025-09-18,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,September,9,0,0,1,0,0,14,1840.0,25759.0
2025-09-19,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,September,9,0,0,1,0,0,16,1948.0,31174.0
2025-09-20,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,September,9,1,0,1,1,0,28,1713.0,47972.0
2025-09-21,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,September,9,1,0,1,0,0,16,1606.0,25694.0
2025-09-22,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,September,9,0,0,1,0,0,8,1783.0,14265.0
2025-09-23,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,September,9,0,0,1,0,0,11,1924.0,21163.0
2025-09-24,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,September,9,0,0,1,0,0,18,1711.0,30801.0
2025-09-25,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,September,9,0,0,1,0,0,15,1639.0,24584.0
2025-09-26,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,September,9,0,0,1,0,0,19,1874.0,35598.0
2025-09-27,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,September,9,1,0,1,0,0,32,1775.0,56803.0
2025-09-28,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,September,9,1,0,1,0,1,32,1840.0,58877.0
2025-09-29,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,September,9,0,0,1,0,1,12,1940.0,23281.0
2025-09-30,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,September,9,0,0,1,0,1,13,1947.0,25317.0
2025-10-01,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,October,10,0,0,1,0,0,12,2132.0,25586.0
2025-10-02,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,October,10,0,0,1,0,0,14,1736.0,24298.0
2025-10-03,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,October,10,0,0,1,0,0,19,1678.0,31883.0
2025-10-04,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,October,10,1,0,1,1,0,23,1824.0,41944.0
2025-10-05,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,October,10,1,0,1,0,0,15,1809.0,27132.0
2025-10-06,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,October,10,0,0,1,0,0,12,1582.0,18989.0
2025-10-07,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,October,10,0,0,1,0,0,15,1645.0,24679.0
2025-10-08,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,October,10,0,0,1,0,0,18,1432.0,25773.0
2025-10-09,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,October,10,0,0,1,0,0,10,2298.0,22976.0
2025-10-10,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,October,10,0,0,1,0,0,12,2079.0,24953.0
2025-10-11,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,October,10,1,0,1,0,0,28,1756.0,49168.0
2025-10-12,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,October,10,1,0,1,0,0,20,2029.0,40571.0
2025-10-13,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,October,10,0,0,1,0,0,15,1428.0,21421.0
2025-10-14,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,October,10,0,0,1,0,0,17,1532.0,26049.0
2025-10-15,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,October,10,0,0,1,0,0,13,1836.0,23863.0
2025-10-16,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,October,10,0,0,1,0,0,31,1748.0,54180.0
2025-10-17,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,October,10,0,0,1,0,0,12,2467.0,29599.0
2025-10-18,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,October,10,1,0,1,1,0,28,1675.0,46909.0
2025-10-19,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,October,10,1,0,1,0,0,21,1743.0,36598.0
2025-10-20,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,October,10,0,0,1,0,0,14,1464.0,20493.0
2025-10-21,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,October,10,0,0,1,0,0,11,2143.0,23574.0
2025-10-22,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,October,10,0,0,1,0,0,13,2192.0,28501.0
2025-10-23,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,October,10,0,0,1,0,0,18,1690.0,30424.0
2025-10-24,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,October,10,0,0,1,0,0,15,1922.0,28830.0
2025-10-25,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,October,10,1,0,1,0,0,22,2051.0,45121.0
2025-10-26,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,October,10,1,0,1,0,0,18,1637.0,29458.0
2025-10-27,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,October,10,0,0,1,0,0,6,3241.0,19445.0
2025-10-28,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,October,10,0,0,1,0,0,14,1602.0,22433.0
2025-10-29,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,October,10,0,0,1,0,1,12,1665.0,19980.0
2025-10-30,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,October,10,0,0,1,0,1,22,1518.0,33389.0
2025-10-31,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,October,10,0,0,1,0,1,31,1805.0,55970.0
2025-11-01,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,November,11,1,0,0,1,0,34,1623.0,55172.0
2025-11-02,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,November,11,1,0,0,0,0,22,1801.0,39623.0
2025-11-03,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,November,11,0,0,0,0,0,7,2575.0,18026.0
2025-11-04,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,November,11,0,0,0,0,0,19,1536.0,29190.0
2025-11-05,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,November,11,0,0,0,0,0,14,2037.0,28512.0
2025-11-06,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,November,11,0,0,0,0,0,10,2119.0,21186.0
2025-11-07,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,November,11,0,0,0,0,0,18,2051.0,36915.0
2025-11-08,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,November,11,1,0,0,0,0,20,1860.0,37197.0
2025-11-09,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,November,11,1,0,0,0,0,26,1718.0,44667.0
2025-11-10,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,November,11,0,0,0,0,0,15,1794.0,26916.0
2025-11-11,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,November,11,0,0,0,0,0,16,1855.0,29681.0
2025-11-12,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,November,11,0,0,0,0,0,15,1725.0,25874.0
2025-11-13,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,November,11,0,0,0,0,0,13,2179.0,28327.0
2025-11-14,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,November,11,0,0,0,0,0,22,2125.0,46751.0
2025-11-15,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,November,11,1,0,0,1,0,39,1760.0,68625.0
2025-11-16,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,November,11,1,0,0,0,0,16,1807.0,28907.0
2025-11-17,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,November,11,0,0,0,0,0,14,1690.0,23667.0
2025-11-18,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,November,11,0,0,0,0,0,18,1721.0,30973.0
2025-11-19,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,November,11,0,0,0,0,0,17,1875.0,31867.0
2025-11-20,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,November,11,0,0,0,0,0,24,1688.0,40507.0
2025-11-21,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,November,11,0,0,0,0,0,20,1654.0,33088.0
2025-11-22,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,November,11,1,0,0,0,0,27,1867.0,50405.0
2025-11-23,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,November,11,1,0,0,0,0,20,1619.0,32383.0
2025-11-24,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,November,11,0,0,0,0,0,14,1821.0,25499.0
2025-11-25,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,November,11,0,0,0,0,0,24,1441.0,34587.0
2025-11-26,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,November,11,0,0,0,0,0,13,1949.0,25341.0
2025-11-27,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,November,11,0,0,0,0,0,16,1868.0,29895.0
2025-11-28,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,November,11,0,0,0,0,1,23,1929.0,44369.0
2025-11-29,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,November,11,1,0,0,0,1,26,1558.0,40516.0
2025-11-30,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,November,11,1,0,0,0,1,23,1921.0,44188.0
2025-12-01,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,December,12,0,0,0,0,0,19,1456.0,27659.0
2025-12-02,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,December,12,0,0,0,0,0,13,1794.0,23323.0
2025-12-03,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,December,12,0,0,0,0,0,11,1972.0,21694.0
2025-12-04,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,December,12,0,0,0,0,0,16,2060.0,32962.0
2025-12-05,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,December,12,0,0,0,0,0,20,1743.0,34860.0
2025-12-06,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,December,12,1,0,0,1,0,29,2002.0,58056.0
2025-12-07,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,December,12,1,0,0,0,0,21,1753.0,36811.0
2025-12-08,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,December,12,0,0,0,0,0,16,1629.0,26068.0
2025-12-09,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,December,12,0,0,0,0,0,14,1727.0,24172.0
2025-12-10,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,December,12,0,0,0,0,0,9,2510.0,22589.0
2025-12-11,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,December,12,0,0,0,0,0,18,1886.0,33953.0
2025-12-12,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,December,12,0,0,0,0,0,16,2073.0,33169.0
2025-12-13,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,December,12,1,0,0,0,0,25,2054.0,51353.0
2025-12-14,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,December,12,1,0,0,0,0,23,1789.0,41151.0
2025-12-15,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,December,12,0,0,0,0,0,11,1788.0,19666.0
2025-12-16,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,December,12,0,0,0,0,0,26,1667.0,43335.0
2025-12-17,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,December,12,0,0,0,0,0,14,1714.0,24003.0
2025-12-18,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,December,12,0,0,0,0,0,9,2540.0,22863.0
2025-12-19,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,December,12,0,0,0,0,0,20,1781.0,35621.0
2025-12-20,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,December,12,1,0,0,1,0,35,1726.0,60424.0
2025-12-21,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,December,12,1,0,0,0,0,17,2213.0,37622.0
2025-12-22,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,December,12,0,0,0,0,0,15,1686.0,25287.0
2025-12-23,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,December,12,0,0,0,0,0,16,1819.0,29110.0
2025-12-24,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,December,12,0,0,0,0,0,17,1739.0,29562.0
2025-12-25,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,December,12,0,1,0,0,0,16,1618.0,25889.0
2025-12-26,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,December,12,0,0,0,0,0,21,1683.0,35345.0
2025-12-27,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,December,12,1,0,0,0,0,19,1538.0,29219.0
2025-12-28,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,December,12,1,0,0,0,0,20,1397.0,27949.0
2025-12-29,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,December,12,0,0,0,0,1,21,2050.0,43056.0
2025-12-30,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,December,12,0,0,0,0,1,17,2106.0,35806.0
2025-12-31,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,December,12,0,0,0,0,1,14,2040.0,28557.0
2026-01-01,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,January,1,0,1,0,0,0,22,1817.0,39971.0
2026-01-02,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,January,1,0,0,0,0,0,17,1708.0,29042.0
2026-01-03,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,January,1,1,0,0,1,0,24,2097.0,50331.0
2026-01-04,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,January,1,1,0,0,0,0,21,1516.0,31830.0
2026-01-05,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,January,1,0,0,0,0,0,9,2643.0,23789.0
2026-01-06,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,January,1,0,0,0,0,0,15,2075.0,31121.0
2026-01-07,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,January,1,0,0,0,0,0,15,1930.0,28957.0
2026-01-08,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,January,1,0,0,0,0,0,22,1841.0,40507.0
2026-01-09,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,January,1,0,0,0,0,0,15,1956.0,29342.0
2026-01-10,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,January,1,1,0,0,0,0,19,1867.0,35469.0
2026-01-11,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,January,1,1,0,0,0,0,28,1690.0,47327.0
2026-01-12,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,January,1,0,0,0,0,0,21,1758.0,36918.0
2026-01-13,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,January,1,0,0,0,0,0,13,2121.0,27579.0
2026-01-14,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,January,1,0,0,0,0,0,15,1950.0,29246.0
2026-01-15,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,January,1,0,0,0,0,0,16,2121.0,33938.0
2026-01-16,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,January,1,0,0,0,0,0,17,2141.0,36399.0
2026-01-17,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,January,1,1,0,0,1,0,32,1734.0,55486.0
2026-01-18,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,January,1,1,0,0,0,0,11,2337.0,25704.0
2026-01-19,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,January,1,0,0,0,0,0,10,2025.0,20247.0
2026-01-20,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,January,1,0,0,0,0,0,14,1493.0,20900.0
2026-01-21,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,January,1,0,0,0,0,0,17,1773.0,30136.0
2026-01-22,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,January,1,0,0,0,0,0,14,1583.0,22161.0
2026-01-23,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,January,1,0,0,0,0,0,21,1930.0,40527.0
2026-01-24,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,January,1,1,0,0,0,0,18,1863.0,33526.0
2026-01-25,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,January,1,1,0,0,0,0,16,1978.0,31645.0
2026-01-26,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,January,1,0,0,0,0,0,13,1732.0,22518.0
2026-01-27,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,January,1,0,0,0,0,0,12,1403.0,16830.0
2026-01-28,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,January,1,0,0,0,0,0,18,1852.0,33344.0
2026-01-29,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,January,1,0,0,0,0,1,20,1653.0,33056.0
2026-01-30,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,January,1,0,0,0,0,1,22,1870.0,41149.0
2026-01-31,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,January,1,1,0,0,0,1,38,1644.0,62463.0
2026-02-01,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,February,2,1,0,0,0,0,16,1806.0,28897.0
2026-02-02,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,February,2,0,0,0,0,0,12,1752.0,21025.0
2026-02-03,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,February,2,0,0,0,0,0,15,1558.0,23364.0
2026-02-04,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,February,2,0,0,0,0,0,15,1824.0,27363.0
2026-02-05,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,February,2,0,0,0,0,0,20,1978.0,39566.0
2026-02-06,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,February,2,0,0,0,0,0,21,1942.0,40785.0
2026-02-07,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,February,2,1,0,0,1,0,39,1661.0,64760.0
2026-02-08,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,February,2,1,0,0,0,0,13,2525.0,32825.0
2026-02-09,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,February,2,0,0,0,0,0,17,1329.0,22588.0
2026-02-10,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,February,2,0,0,0,0,0,16,1510.0,24160.0
2026-02-11,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,February,2,0,1,0,0,0,16,1952.0,31225.0
2026-02-12,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,February,2,0,0,0,0,0,20,1697.0,33941.0
2026-02-13,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,February,2,0,0,0,0,0,23,1827.0,42032.0
2026-02-14,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,February,2,1,0,0,0,0,31,1720.0,53305.0
2026-02-15,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,February,2,1,0,0,0,0,22,1924.0,42324.0
2026-02-16,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,February,2,0,0,0,0,0,16,1925.0,30794.0
2026-02-17,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,February,2,0,0,0,0,0,14,1866.0,26128.0
2026-02-18,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,February,2,0,0,0,0,0,9,2587.0,23279.0
2026-02-19,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,February,2,0,0,0,0,0,19,1935.0,36769.0
2026-02-20,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,February,2,0,0,0,0,0,17,2020.0,34346.0
2026-02-21,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,February,2,1,0,0,1,0,26,1918.0,49857.0
2026-02-22,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,February,2,1,0,0,0,0,22,1969.0,43326.0
2026-02-23,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,February,2,0,0,0,0,0,21,1658.0,34810.0
2026-02-24,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,February,2,0,0,0,0,0,14,1763.0,24677.0
2026-02-25,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,February,2,0,0,0,0,0,18,1699.0,30591.0
2026-02-26,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,February,2,0,0,0,0,1,22,1826.0,40182.0
2026-02-27,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,February,2,0,0,0,0,1,20,1746.0,34918.0
2026-02-28,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,February,2,1,0,0,0,1,21,2322.0,48766.0
2026-03-01,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,March,3,1,0,0,0,0,19,1943.0,36921.0
2026-03-02,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,March,3,0,0,0,0,0,13,1811.0,23541.0
2026-03-03,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,March,3,0,0,0,0,0,11,1847.0,20320.0
2026-03-04,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,March,3,0,0,0,0,0,12,2193.0,26317.0
2026-03-05,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,March,3,0,0,0,0,0,13,2288.0,29746.0
2026-03-06,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,March,3,0,0,0,0,0,21,1740.0,36549.0
2026-03-07,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,March,3,1,0,0,1,0,32,1724.0,55163.0
2026-03-08,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Sunday,March,3,1,1,0,0,0,29,1830.0,53060.0
2026-03-09,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Monday,March,3,0,0,0,0,0,17,1832.0,31139.0
2026-03-10,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Tuesday,March,3,0,0,0,0,0,12,1975.0,23698.0
2026-03-11,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Wednesday,March,3,0,0,0,0,0,18,1624.0,29232.0
2026-03-12,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Thursday,March,3,0,0,0,0,0,15,1967.0,29507.0
2026-03-13,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Friday,March,3,0,0,0,0,0,23,2033.0,46759.0
2026-03-14,V018,Yaoundé,Marché du Mfoundi,Palm Oil & Condiments,Saturday,March,3,1,0,0,0,0,23,1706.0,39242.0
